Номер внутри района	Название перевала	Другие названия	Высота	Кат. трудн.	Характер перевала	Что соединяет	Координаты WGS84	Руководитель, год прохождения	Примечание    
4.1.1	Талдыбулак		3967	н/к		р. Кичи-Талдыбулак (оз. Иссык-Куль) - р. Орто-Каинды (р. Чон-Кемин)	
